category,image_path,non_empty_pixel_at_1,non_empty_pixel_at_2,non_empty_pixel_at_3,non_empty_pixel_at_4,non_empty_pixel_at_5,non_empty_pixel_at_6,non_empty_pixel_at_7,non_empty_pixel_at_8,non_empty_pixel_at_9
culottes,AI17/00977.png,0.8078245324532454,0.9936056105610561,0.8861386138613861,0.9544829482948295,0.8347084708470847,0.9273927392739274,0.9612898789878987,0.3835946094609461,0.8039053905390539
culottes,AI17/00978.png,0.1680292598967298,0.9731784279977052,0.9153040734366036,0.5413080895008606,0.39371772805507743,0.8785857716580608,0.6433591508892714,0.003657487091222031,0.6859581181870339
culottes,AI17/00979.png,0.8633709085970392,0.9933451038978677,0.864389515143284,0.9875050930327313,0.6770338177373353,1.0,0.9443840825750374,0.15591470867852777,0.9422110552763819
tracksuit,AI17/00980.png,0.5550446998722861,0.6081226053639847,0.5776756066411238,0.9509067688378033,0.9631673052362707,0.9651085568326948,0.7797190293742018,0.45956577266922094,0.8345849297573436
tracksuit,AI17/00981.png,0.6287765208304938,0.6017900140838671,0.5896597155967471,0.8988687474444595,0.9947753396029259,0.9462541456544455,0.744127936031984,0.660124483212939,0.8355367770660125
sleeveless,AI17/00982.png,0.309968319457747,0.8530759596257276,0.37322625801223014,0.8219700876740588,1.0,0.8688278199366389,0.8096809843070802,0.8205849848964857,0.8772121122817358
trapeze dress,AI17/00983.png,0.3642097581317765,0.9266576313594662,0.15992493744787323,0.38073394495412843,0.999791492910759,0.26605504587155965,0.8463302752293578,0.98790658882402,0.8425250208507089
solid colours,AI17/00984.png,0.4744338757182174,0.897107817102023,0.6309690502631452,0.7087055188064314,0.710781710202308,0.8337115542465356,0.29704022017285503,0.0,0.40369851769591036
solid colours,AI17/00985.png,0.39527938342967245,0.910019267822736,0.36965317919075147,0.6992292870905588,1.0,0.6930154142581888,0.8412813102119461,0.9938342967244701,0.8728805394990367
long dress,AI17/00986.png,0.3450255102040816,0.7680165816326531,0.4011080994897959,0.6774553571428571,1.0,0.7043207908163265,0.9247448979591837,0.9988839285714286,0.9262595663265306
sleeveless,AI17/00987.png,0.7192905764066696,0.7808187097982889,0.79778929619684,0.3941953412852058,1.0,0.6374820458377568,0.4770186723287329,0.9573783800661962,0.6513145569225005
long dress,AI17/00988.png,0.22070455300764374,0.9377534064473247,0.42033898305084744,0.6428381522100366,1.0,0.7932203389830509,0.8740445330674643,0.9831837819873712,0.9282153539381854
long dress,AI17/00989.png,0.27316216809304367,0.7164801404432741,0.49115646258503404,0.5687074829931973,1.0,0.8228220320386219,0.8352863726135615,0.9809084924292297,0.9790651744568796
long dress,AI17/00990.png,0.20254932774576567,0.9661253710494151,0.47693382224550374,0.5817705605028811,0.9999650777021128,0.7893486991444038,0.7929806181246726,0.9878121180373669,0.9170595425178977
sleeveless,AI17/00991.png,0.29719063545150504,0.9177926421404682,0.4676923076923077,0.7780602006688964,1.0,0.8901672240802676,0.823010033444816,0.8633444816053512,0.9030769230769231
long sleeve,AI17/00992.png,0.5339073861461922,0.8536548029085342,0.5982778415614236,0.6784538844240336,1.0,0.6705702257941064,0.12717183314198238,0.6996938384998086,0.1107539226942212
long dress,AI17/00993.png,0.18721849842181792,0.7183742951377806,0.21126360960385857,0.41646274426357416,1.0,0.4433095719402773,0.7664999822676172,0.9698194843423059,0.8256906763130829
tracksuit,AI17/00994.png,0.6977514287240293,0.6186508572344176,0.7210382951450088,0.9331837846498958,0.9804518506649575,0.8851145649735619,0.8672221332051487,0.5383752603749399,0.8409977033595043
long sleeve,AI17/00995.png,0.24344467166553055,0.9205635082935696,0.24498977505112474,0.652056350829357,0.9996591683708248,0.6333787775505567,0.3876391729152465,0.6304476255396501,0.5436491706430356
culottes,AI17/00996.png,0.7368442622950819,0.9661065573770492,0.38081967213114754,0.9081557377049181,0.9999180327868853,0.7186475409836065,0.9824180327868852,0.9218032786885246,0.8779098360655738
culottes,AI17/00997.png,0.5541218637992832,0.9927763992280121,0.5232974910394266,0.7406672180865729,0.8494623655913979,0.7380204025365316,0.8206782464846981,0.11502619244554728,0.8209539564378274
tracksuit,AI17/00998.png,0.34228247386142124,0.9559336050564121,0.5380412310236872,0.6647173489278753,0.9663595014472207,0.7014294996751137,0.8464469253942938,0.25293874416681433,0.8907496012759171
patterned,AI17/00999.png,0.7819839857651245,0.5547153024911032,0.6664813167259787,0.7881227758007118,1.0,0.5964635231316726,0.7897464412811388,0.9849199288256227,0.594261565836299
patterned,AI17/01000.png,0.7291208791208791,0.5099358974358974,0.7222985347985348,0.670764652014652,1.0,0.7415064102564103,0.6450091575091575,0.9886217948717949,0.7335851648351648
printed,AI17/01001.png,0.7694015299235039,0.8527223638818059,0.7739613019349032,0.6314234288285586,1.0,0.5314834258287086,0.8017249137543123,0.9928603569821509,0.6184790760461977
sleeveless,AI17/01002.png,0.6248471508926388,0.871851308388359,0.4810467106872096,0.9399201108665526,1.0,0.8906007988913345,0.7667726420477704,0.9864677590282873,0.859378821227684
sleeveless,AI17/01003.png,0.1982914544898016,0.08359072821882739,0.17419372791273618,0.7340484737178952,0.9658708295071932,0.7275092523026407,0.8937446086206416,0.9220302195508807,0.841736928513788
sleeveless,AI17/01004.png,0.222183908045977,0.03379310344827586,0.1758456486042693,0.8903612479474549,0.9475862068965517,0.9164532019704433,0.9168144499178982,0.9446305418719212,0.6729228243021347
kimono dress,AI17/01005.png,0.5963997695852534,0.8532546082949308,0.626094470046083,0.472926267281106,1.0,0.471918202764977,0.3019009216589862,0.9872119815668203,0.3404089861751152
culottes,AI17/01006.png,0.19532448377581121,0.9712684365781711,0.4969321533923304,0.6025073746312685,0.9997492625368731,0.8124188790560471,0.7834660766961652,0.9231563421828909,0.889306784660767
culottes,AI17/01007.png,0.9359024671009601,0.9675064751589357,0.8649765847787981,0.9714831384245088,0.6134003087146482,0.9814771211050938,0.9055804097009654,0.07424848912958167,0.9197865159720587
culottes,AI17/01008.png,0.9263492063492064,0.9601587301587302,0.8432010582010582,0.972910052910053,0.6054761904761905,0.9647619047619047,0.907989417989418,0.11656084656084656,0.9405555555555556
sleeveless,AI17/01009.png,0.5254807692307693,0.8701236263736264,0.36806318681318684,0.9434065934065934,0.999793956043956,0.8584478021978021,0.8706730769230769,0.9881868131868132,0.8967719780219781
sleeveless,AI17/01010.png,0.5178571428571429,0.8482142857142857,0.5027412280701754,0.9798715538847118,1.0,0.9794799498746867,0.8847901002506265,0.9859805764411027,0.8522086466165414
sleeveless,AI17/01011.png,0.6087047939444912,0.8150546677880572,0.6460050462573591,0.9561396131202692,1.0,0.984524810765349,0.7892346509671994,0.9607653490328006,0.7321698906644238
kimono dress,AI17/01012.png,0.6003569889825814,0.8615128946882501,0.511632916846187,0.4784883363082415,1.0,0.5462546931741245,0.34110912783898567,0.9675324675324676,0.25826306395026777
culottes,AI17/01013.png,0.2631120943952802,0.9584070796460177,0.5491297935103245,0.6510766961651917,1.0,0.7864159292035399,0.7702359882005899,0.9413569321533923,0.8746017699115044
kimono dress,AI17/01014.png,0.6621484992101105,0.8540284360189574,0.6632543443917851,0.46868878357030014,1.0,0.4787993680884676,0.33838862559241706,0.9803159557661927,0.2835703001579779
printed,AI17/01015.png,0.7335465529495381,0.8183013503909027,0.7825870646766169,0.562864250177683,1.0,0.6567874911158493,0.6316986496090974,0.9951847903340441,0.8258528784648188
solid colours,AI17/01016.png,0.30349180215407834,0.7618508609453248,0.243637236742814,0.6723605680181107,1.0,0.687864443987103,0.6456746930095356,0.708616313370378,0.6325375591685533
printed,AI17/01017.png,0.7447930574098799,0.7977469959946596,0.7455106809078772,0.5599966622162884,1.0,0.6233978638184245,0.7006174899866489,0.970911214953271,0.6684913217623498
long dress,AI17/01018.png,0.5019079685746353,0.972250280583614,0.4435465768799102,0.8228675645342312,1.0,0.9311728395061728,0.9581088664421997,0.9726150392817059,0.873989898989899
long dress,AI17/01019.png,0.17212840876963015,0.9744776004317989,0.5828000102809263,0.4848227825327062,1.0,0.8736217133163698,0.772894337779834,0.9739121494846685,0.9481584290744596
sleeveless,AI17/01020.png,0.25995639211498245,0.7883979293670924,0.49785668728400007,0.9055904121983417,1.0,0.9097880419466322,0.8980257790830478,0.9515418502202643,0.8412020350346342
culottes,AI17/01021.png,0.7164830369804734,0.9363477691720301,0.5890694883822406,0.8745500163630413,0.6778662594087488,0.7626813570415621,0.8651685393258427,0.04827097196465583,0.8516963019526562
culottes,AI17/01022.png,0.8831521739130435,0.9728260869565217,0.7256642512077295,0.958756038647343,0.8280797101449275,0.8229468599033817,0.9573067632850242,0.1923913043478261,0.9194444444444444
long dress,AI17/01023.png,0.5130152751621678,0.7838459928855409,0.2264699727976564,0.6840970914417243,0.9998953756015903,0.37530864197530867,0.9517681523331241,0.9353211969031178,0.6889098137685709
long dress,AI17/01024.png,0.3460485422524789,0.8595900547580287,0.33964777268018354,0.30054018055350007,1.0,0.14903063489714372,0.4160870208672488,0.9711410389225987,0.3808272902175522
long sleeve,AI17/01025.png,0.23925036969628027,0.8827494027983165,0.14638550790581276,0.6656665908315322,0.9995023319303833,0.4780172904106473,0.5165794562620862,0.44639403935843475,0.4588783983619611
long sleeve,AI17/01026.png,0.5839317406143345,0.5198225255972696,0.47150853242320817,0.6644778156996587,1.0,0.6911262798634812,0.5721092150170648,0.9715494880546075,0.5447235494880546
long dress,AI17/01027.png,0.6055923473142016,0.9025352866412469,0.07686132851695765,0.7061341895778982,1.0,0.5306040537828617,0.7530269583249716,0.9906571231074542,0.8609048542823378
sleeveless,AI17/01028.png,0.6933870136717112,0.9627712474687564,0.6647734761613765,0.697245287992619,0.9998921600345088,0.6717591094815294,0.6864133625699462,0.8176665827911379,0.6900799213966474
long dress,AI17/01029.png,0.49087878924372774,0.9777937930723841,0.43081392730057205,0.4364217828025765,1.0,0.2575109229313995,0.669812170622945,0.9417368587000585,0.6474483131390478
long sleeve,AI17/01030.png,0.6244703553644882,0.7015123867256363,0.6714811492901989,0.4910926916772338,1.0,0.7000742275693563,0.47218012556830485,0.9578913184672007,0.5768564624377571
long dress,AI17/01031.png,0.12979693684391672,0.7926991911891241,0.12020306315608328,0.5117879882980554,1.0,0.5904104284976768,0.8528652555498193,0.9978919290999828,0.8801196007571847
culottes,AI17/01032.png,0.7727745965642895,0.9842715847400907,0.8256488436082398,0.827470811333383,0.7888748419721872,0.9036588086562058,0.9153342753030416,0.15951513348702312,0.9511787015691232
long dress,AI17/01033.png,0.577127942899755,0.853147970597635,0.4020187493341856,0.5972355385107063,0.9995472461915414,0.5203739213806328,0.7372163630552893,0.9912112496005113,0.8203899009268136
sheath dress,AI17/01034.png,0.2927419965185802,0.9171838341027776,0.6825853326269583,0.699122076742602,1.0,0.9480625141905699,0.8892189510330735,0.8856050859002498,0.9583364867933096
sleeveless,AI17/01035.png,0.39313624981092754,0.8993630359153628,0.5707299036990975,0.8473807162904825,1.0,0.9088418682038958,0.7304415051847868,0.7041898455488143,0.9766054352027697
culottes,AI17/01036.png,0.4512541141754625,0.987458858245375,0.3895509401127379,0.7592214277607536,0.9404343056028449,0.7333825142813907,0.8103128664926418,0.9688079294820868,0.8416940945030833
trapeze dress,AI17/01037.png,0.2580302396878484,0.9196453455964325,0.38668826644370125,0.5503065774804905,1.0,0.7387472129319955,0.8627194816053512,1.0,0.8585214604236343
solid colours,AI17/01038.png,0.6940163868491513,0.9197894761034693,0.687638615966261,0.6259523563277829,1.0,0.7101848978982085,0.39862791739924847,0.9950241895634387,0.4376414888360281
solid colours,AI17/01039.png,0.661239832096189,0.9623639338819456,0.690717859937866,0.6879313207010221,1.0,0.8181042047098442,0.4262219270993905,0.9596485403277445,0.6002916972988356
sleeveless,AI17/01040.png,0.5485630700395802,0.8770951643434864,0.3695061091034245,0.917157115814834,1.0,0.8877129581827569,0.7745998967475477,0.6011013594906213,0.7811048012390295
sleeveless,AI17/01041.png,0.2537023324694558,0.8211619153399975,0.2511415525114155,0.8988491916574108,1.0,0.8814019498951006,0.9318925089473035,0.9135351104529187,0.8454430457855115
culottes,AI17/01042.png,0.8011037445831327,0.970110004074225,0.5775028704766844,0.9412941220045187,0.8385866143190489,0.7835845772065632,0.942701581540057,0.2440090373717545,0.8596614689432942
doll dress,AI17/01043.png,0.3915397631133672,0.7765933446136492,0.6357586012408347,0.4505922165820643,0.9995487873660462,0.7246474901297236,0.8767061477721376,0.9639029892837,0.9047941342357586
short sleeves,AI17/01044.png,0.8016393442622951,0.9058287795992714,0.8511232544019429,0.7068609593199757,1.0,0.7905282331511839,0.7632665452337584,0.9588342440801457,0.7295689131754706
culottes,AI17/01045.png,0.4927742241175077,0.9753218036800126,0.4697544025902235,0.7095475005922767,0.6186922530206113,0.7106925689015241,0.7266840401168759,0.006949380083708442,0.7492695253889283
culottes,AI17/01046.png,0.6253247456159342,0.9682290539077723,0.8818737822039402,0.7841253518077506,0.674794327776575,0.9355921195063867,0.859845204589738,0.2296222126001299,0.8869614635202425
solid colours,AI17/01047.png,0.45338488473883864,0.7944995622993872,0.49140647796906917,0.5252845053983075,1.0,0.6804056025678435,0.22011963816749344,0.9580099212138897,0.4100379340531077
printed,AI17/01048.png,0.752836192584394,0.8618566685113448,0.7636967349197565,0.5792750415052573,1.0,0.6319867183176535,0.6662285556170449,0.9951577199778638,0.7400387382401771
culottes,AI17/01049.png,0.7442400509971769,0.989390765868318,0.6490301429742282,0.8654721792186504,0.6748702303979601,0.8190738548401785,0.8681358710499955,0.05942081777615882,0.8186185229031965
culottes,AI17/01050.png,0.6288606472587557,0.9458770503916063,0.7035244569233042,0.7776710506871582,0.8892788532584601,0.8749445840106399,0.8602039308408452,0.28868036057337076,0.8832569824146593
printed,AI17/01051.png,0.7753515301902398,0.8383236834849738,0.751419906258616,0.6479735318444996,1.0,0.6034188034188034,0.7244554728425696,0.9886958919216984,0.731072511717673
printed,AI17/01052.png,0.7857142857142857,0.8736005373936409,0.7754702194357367,0.6196820420958352,1.0,0.6110053739364084,0.7323667711598746,0.9886363636363636,0.6922861621137483
solid colours,AI17/01053.png,0.41991571718432963,0.728921492117996,0.45241142500390197,0.6174184485718746,1.0,0.5632433276104261,0.3043702200717965,0.9565631340721086,0.3412049321055096
printed,AI17/01054.png,0.7854784366576819,0.8643699460916442,0.7873483827493262,0.5967318059299191,0.9984838274932615,0.6772237196765498,0.6876684636118598,0.9892351752021563,0.82705525606469
sleeveless,AI17/01055.png,0.43138067224569837,0.7982710525588974,0.4058607451597757,0.898735051233187,0.9999585715469385,0.944099207335598,0.7778744441682548,0.9573425028309442,0.7363907531692767
culottes,AI17/01056.png,0.8905400155400155,0.9881507381507382,0.9653587153587153,0.9641608391608392,0.7951631701631702,0.8349197099197099,0.9176379176379177,0.4751036001036001,0.7375356125356125
culottes,AI17/01057.png,0.7312613567534827,0.9925802543912781,0.7891050878255602,0.7869094488188977,0.5812386432465173,0.8270366444579043,0.8539142943670502,0.050764688067837675,0.8495608721986675
printed,AI17/01058.png,0.7782629034773118,0.7992099381464733,0.7464005405686366,0.6505015853214824,1.0,0.5999792088985914,0.8059150683507459,1.0,0.6766463953427932
culottes,AI17/01059.png,0.6009232372868737,0.9851835306380761,0.5746407564589383,0.7973717519172064,0.5677164768073859,0.7704191795100886,0.8267813267813268,0.017980790708063434,0.7947658402203857
printed,AI17/01060.png,0.7429010383555839,0.7896800169527443,0.7741046831955923,0.6070671752489935,1.0,0.5657448611994067,0.7409938546302183,0.9942784488239034,0.6750900614536978
drop sleeve,AI17/01061.png,0.31774876804703034,0.9471254430708049,0.27514480850695944,0.772317800639751,1.0,0.7374081438575257,0.6059652459583297,0.957932048067779,0.47970951845768134
solid colours,AI17/01062.png,0.768924591113041,0.9326964828484585,0.6956506006657982,0.8050188160370532,1.0,0.8367166015342307,0.7825300332899117,0.9689173541757128,0.8902337530756984
solid colours,AI17/01063.png,0.7247092308232896,0.8940229804279841,0.7034505780245265,0.6991812783302295,0.9998945851927334,0.6936118626796444,0.7053304754207808,0.9940440633894374,0.6913981517270459
drop sleeve,AI17/01064.png,0.2559400744298483,0.9480422405292789,0.2686949330449442,0.6373135277839626,0.9999522885587964,0.6739082031871243,0.4101116447724164,0.9601291389675244,0.32225897770285317
solid colours,AI17/01065.png,0.43848500656012396,0.7634245427672658,0.45674270087415625,0.5275604242740393,1.0,0.5444744787467792,0.21575694345647398,0.9441361976573244,0.32448111790834794
patterned,AI17/01066.png,0.40641288328121067,0.8565368992415255,0.5137495956001294,0.4739207016787088,1.0,0.6206669302754712,0.15736247408845275,0.9844590627508777,0.43895658842278057
solid colours,AI17/01067.png,0.3198672356567093,0.9155879563774301,0.3612968231389284,0.3097913703176861,1.0,0.33447131341868186,0.1906235182550972,0.9305120910384068,0.05963726884779516
sleeveless,AI17/01068.png,0.5749376476765555,0.8443817274875295,0.5692931215542137,0.9631300866369126,1.0,0.9793088737201365,0.8138454975059071,0.9859379102126542,0.8387372013651877
patterned,AI17/01069.png,0.4535746177537222,0.8049313870209392,0.45716472582144224,0.8348914766825215,0.9996355220235817,0.8400488400488401,0.8980555099958085,0.9578298981284056,0.9593060339328996
printed,AI17/01070.png,0.7793539938891314,0.86386948930598,0.7681689218681799,0.6538629419467481,1.0,0.5910628546486251,0.8024879965080751,1.0,0.6844718463553033
maxi,AI17/01071.png,0.3511738805856453,0.9017474899827841,0.1242591830827125,0.7535079299785182,1.0,0.5696025107789814,0.8891631244572421,0.9862577509636333,0.848302024772613
sleeveless,AI17/01072.png,0.23891817641817642,0.9891038016038016,0.5013550638550639,0.7047817047817048,1.0,0.768933768933769,0.8964397089397089,0.973474160974161,0.909507722007722
long sleeve,AI17/01073.png,0.5885229681978799,0.8792650176678445,0.33004946996466433,0.8953922261484099,1.0,0.668339222614841,0.43532155477031803,0.9695265017667845,0.2150671378091873
long dress,AI17/01074.png,0.1411724904547871,0.9357208448117539,0.06669566478178918,0.4476584022038568,1.0,0.39737083756222513,0.7866946981779518,0.984075201778551,0.8184959644289788
drop sleeve,AI17/01075.png,0.3768028544147947,0.917433036836022,0.3756637686985946,0.9133457292661272,1.0,0.9132117191818684,0.2899308172940014,0.9359599309848066,0.25554047942107644
sleeveless,AI17/01076.png,0.5133761861034588,0.8560606060606061,0.5534894398530762,0.9098408325681053,1.0,0.888337924701561,0.8968778696051424,0.9630700948882767,0.9002295684113866
doll dress,AI17/01077.png,0.12127842001005233,0.6003163527776957,0.2638145640540461,0.3452088815303196,0.9996599946781776,0.4024480383171215,0.7579162108624309,0.9870206664104307,0.7868610117375751
culottes,AI17/01078.png,0.6350746268656716,0.9029850746268657,0.5440298507462686,0.0007462686567164179,0.09477611940298507,0.18383084577114428,0.0,0.0,0.09601990049751244
long sleeve,AI17/01079.png,0.4782366537636804,0.890375671837144,0.3338299590631875,0.6992954412542817,1.0,0.5275000696204294,0.6740510735470217,0.8326881840207191,0.5288228577793868
culottes,AI17/01080.png,0.7591892973021023,0.9420418685274901,0.8595048668829726,0.9555535801591182,0.9258855949153296,0.9748877727899018,0.7326325614471755,0.48568825281123607,0.8197475443353038
sleeveless,AI17/01081.png,0.535725922822697,0.8657853496563174,0.4055144377725023,0.9202315008766622,0.9998293224099676,0.32798026346413445,0.9371130661453242,0.9673385157256125,0.29832891123213706
sleeveless,AI17/01082.png,0.03702919020715631,0.2866290018832392,0.007462335216572504,0.6617937853107345,0.995162429378531,0.5348516949152542,0.8444209039548023,0.9842278719397364,0.8725635593220339
drop sleeve,AI17/01083.png,0.3110663683818046,0.905592841163311,0.31214019388516034,0.6823117076808352,1.0,0.672930648769575,0.4679642058165548,0.9793437733035049,0.5031618195376585
long sleeve,AI17/01084.png,0.3713637008656166,0.903466336416528,0.5846975502147916,0.614278158339461,1.0,0.8397899815524337,0.5698749951623515,0.7918392094637305,0.7913747952062128
solid colours,AI17/01085.png,0.2999832214765101,0.9325671140939598,0.22411073825503355,0.6397147651006712,1.0,0.6432885906040269,0.6676174496644295,0.8064597315436242,0.6009060402684564
long sleeve,AI17/01086.png,0.4577083971023365,0.8277344148556269,0.38582797673706765,0.7260611162126314,1.0,0.6622410978471585,0.7781986531986532,0.9446485052545659,0.7871645750433629
solid colours,AI17/01087.png,0.15304984870202262,0.7887933322715931,0.1197112066677284,0.6792350161915379,0.9134150873281308,0.63555767903594,0.6118410574932314,0.7758002866698519,0.5443674682805117
long sleeve,AI17/01088.png,0.43697931034482757,0.8824137931034483,0.4072551724137931,0.5662206896551724,1.0,0.6142896551724137,0.680096551724138,0.8922068965517241,0.7559034482758621
tracksuit,AI17/01089.png,0.409366391184573,0.9523722069176614,0.459657177838996,0.7070094888276707,0.9555861646770738,0.7563820018365472,0.8348943985307622,0.7895622895622896,0.8592286501377411
drop sleeve,AI17/01090.png,0.2731027361899845,0.9187071317943801,0.4071649826683384,0.7095656021830519,1.0,0.7328342798141456,0.4314108710081864,0.9735231211741279,0.6203812965557932
culottes,AI17/01091.png,0.5648880105401844,0.9875933245498463,0.5098631239935588,0.770330112721417,0.8432879519836042,0.7289562289562289,0.8515956668130581,0.17316278729322207,0.8333699311960181
culottes,AI17/01092.png,0.6657952069716776,0.9664289958407606,0.7508615567439096,0.8712418300653595,0.8642503466032878,0.882551000198059,0.8338086749851455,0.2510992275698158,0.8937413349178055
patterned,AI17/01093.png,0.8187048434573188,0.85499732405673,0.7926645705111052,0.7438787797698688,1.0,0.7283415841584159,0.7668082686647043,0.9879248059941129,0.7640988761038267
long sleeve,AI17/01094.png,0.23257279938363482,0.8934143480011907,0.2996375352396295,0.5512791328862351,1.0,0.6293228738027281,0.31373338703181636,0.961267050727556,0.4777530686932007
culottes,AI17/01095.png,0.4190728476821192,0.9867790487658037,0.6479951836243227,0.6810836845273931,0.36724864539434077,0.8049608669476219,0.7111860325105358,0.0,0.7204816375677303
long sleeve,AI17/01096.png,0.4466257668711656,0.6111616861270532,0.633722541064714,0.80585790619434,1.0,0.6919453789827825,0.8485256283396002,0.9849990104888185,0.7407084900059371
culottes,AI17/01097.png,0.6937981624184943,0.9871813870776527,0.4962211025489034,0.8587729697688203,0.46832394783639597,0.7959765856550088,0.8064982216953172,0.001518968583283936,0.7780823947836396
long sleeve,AI17/01098.png,0.21118443252971392,0.9329421469011285,0.2519403096996738,0.5465299388849312,1.0,0.5033744516516067,0.28103558171797083,0.9437028982790296,0.478572232012298
sleeveless,AI17/01099.png,0.7954617399061843,0.8033468589024144,0.8434055656277879,0.552059052059052,0.9996834441278886,0.5859736970848082,0.5048202825980603,0.9463293907738353,0.5696710696710696
solid colours,AI17/01100.png,0.3883370618941089,0.8075615212527965,0.4966442953020134,0.8948098434004474,0.9997315436241611,0.9298583146905295,0.9384936614466816,0.9849217002237136,0.973944817300522
long sleeve,AI17/01101.png,0.3601927804015798,0.9443201590852598,0.20919987847653768,0.7087717844615682,0.9999171430938769,0.5281023006600933,0.4421382605573508,0.2183417571187892,0.3448090148313862
printed,AI17/01102.png,0.8307331605760925,0.8434255292894036,0.8628871613164807,0.7942249722354434,0.9997179473619264,0.7818146561602058,0.7991608934017311,0.9675110617518995,0.7369154018368678
culottes,AI17/01103.png,0.4615626291856139,0.9655394791236048,0.2842000826787929,0.7133030177759405,0.995155022736668,0.6066308391897478,0.853178999586606,0.7533856965688301,0.7951384869780901
patterned,AI17/01104.png,0.5633799441628623,0.8056244533112861,0.38501264124039924,0.5925087170638772,0.9999760355632242,0.5273733779071857,0.2953497010436512,0.9465952526450747,0.24273578010232816
printed,AI17/01105.png,0.860538364126376,0.8774555963243174,0.6659577231548528,0.7304445238172549,0.9999675293048024,0.5907555930772478,0.6180147416956197,0.9711660226645452,0.715524239373965
culottes,AI17/01106.png,0.18788154552003944,0.9627649490008721,0.5863003829674288,0.5129678079854396,0.31505706593864935,0.7329844917150116,0.6091457172107838,7.583513441777576e-05,0.6057900125127972
long sleeve,AI17/01107.png,0.25518706392953283,0.9151573974032633,0.20184225465599648,0.6419323529950373,1.0,0.548537733257641,0.44664603439119527,0.5501492482648744,0.44747010456534875
printed,AI17/01108.png,0.8490552165281965,0.8277332549077274,0.8031394750386001,0.8300492610837439,1.0,0.652047643555621,0.7573707815601795,0.9844129108153812,0.6273803396809058
doll dress,AI17/01109.png,0.13444606492734834,0.8821548821548821,0.04213255550153946,0.42588091251192856,0.9990997317200526,0.3513206935666829,0.8024091179171393,0.9913934352437026,0.7618070184915104
solid colours,AI17/01110.png,0.4317357976932445,0.7932516655920911,0.4403037466867254,0.4618382405616448,0.9990973565441651,0.5473028153879218,0.283043197936815,0.967805716741887,0.265692384841321
printed,AI17/01111.png,0.7808754208754208,0.8318855218855219,0.7526767676767677,0.7392087542087542,1.0,0.745993265993266,0.7171212121212122,0.9915319865319865,0.7902188552188553
culottes,AI17/01112.png,0.6218305084745762,0.968813559322034,0.6747389830508475,0.8004067796610169,0.37345084745762713,0.8768813559322034,0.8272271186440678,0.00783728813559322,0.7990779661016949
sleeveless,AI17/01113.png,0.6939801031152422,0.795526831747876,0.48972478396630603,0.9473967032169051,1.0,0.8282332437731464,0.8174134049814828,0.9661317260910609,0.7425894996732263
doll dress,AI17/01114.png,0.039270914270914274,0.8303224553224553,0.10466847966847967,0.32815332815332815,0.998526936026936,0.37184343434343436,0.7547267547267548,0.985415047915048,0.7872960372960373
sleeveless,AI17/01115.png,0.7361803690917615,0.8195882879427183,0.45001349642699856,0.919049851539303,1.0,0.802625410220347,0.8210799982951882,0.9869297759593119,0.7508985779027973
sleeveless,AI17/01116.png,0.6388108683440262,0.7513230641870916,0.5542234574106377,0.9067646276202584,1.0,0.9025219525175177,0.8149927564083612,0.9839310528338704,0.7243887295627236
culottes,AI17/01117.png,0.8651036357458376,0.946313285762827,0.8693355574089519,0.9121490130664442,0.6331819726315139,0.9498656287647114,0.8715287430883761,0.28863559138788497,0.7774070985080159
printed,AI17/01118.png,0.8498872180451128,0.8341353383458646,0.8816541353383459,0.7395488721804512,1.0,0.7140977443609022,0.6935338345864661,0.9757142857142858,0.7839097744360902
culottes,AI17/01119.png,0.2741947426878934,0.9221276070591139,0.35717635443662843,0.7270887325681846,0.9987905713933111,0.7076144637788473,0.8088115512773048,0.7921510551647538,0.8442305319017648
long sleeve,AI17/01120.png,0.5894681882598642,0.6885209219064667,0.11389572611322443,0.8526888938614157,1.0,0.44588647721339597,0.8441112851495487,0.9794137390915194,0.5963302752293578
trapeze dress,AI17/01121.png,0.7448180958114733,0.8928643100828532,0.6951348871878673,0.6639717897996044,1.0,0.6128264671311029,0.6580946647171813,0.9945242395573521,0.8320575671569049
sleeveless,AI17/01122.png,0.4483080202504663,0.6794564348521183,0.023681055155875298,0.8953503863575806,1.0,0.5249800159872102,0.8550159872102319,0.9874766853184119,0.7953637090327738
long dress,AI17/01123.png,0.4762618334046905,0.7229199372056515,0.2037962037962038,0.7633556919271205,1.0,0.6652157366443081,0.8977213262927549,0.9807811236382665,0.8834023119737405
culottes,AI17/01124.png,0.8374806201550388,0.9618604651162791,0.46569767441860466,0.9842248062015504,0.7265116279069768,0.733875968992248,0.9086821705426357,0.5940697674418605,0.8662015503875969
short sleeves,AI17/01125.png,0.3324983839689722,0.8679702650290886,0.4135423400129282,0.7162249515190692,1.0,0.7936328377504848,0.4287330316742081,0.9726082740788623,0.48634453781512604
culottes,AI17/01126.png,0.32646750524109014,0.9731132075471698,0.39669811320754716,0.6233752620545073,1.0,0.6756289308176101,0.7951781970649895,0.9029350104821803,0.7754716981132076
sleeveless,AI17/01127.png,0.8840747904577692,0.8649903288201161,0.9002507342932875,0.6214198724837022,1.0,0.603940110323089,0.5592807507701125,0.9796690307328605,0.5088759939823769
culottes,AI17/01128.png,0.23996951385486417,0.9323860852523272,0.4485274103108498,0.5912678970003811,1.0,0.7073874462409494,0.7698840437693941,0.9511132886929066,0.8469159997822419
